Station Name,Latitude_x,Longitude_x,Date,Precipitation,Temperature_Max,Sample_Date,DNA Test ID,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude_y,Longitude_y,Water Temperature
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-01,0.0,80.0,2019-06-01,10564.0,35.0,47.0,40.6,41.8935,-87.6152,16.176190476190477
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-02,0.0,70.0,2019-06-02,10574.0,213.0,189.0,200.6,41.8935,-87.6152,14.840909090909092
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-03,0.0,67.0,2019-06-03,10603.0,32.0,3.0,9.8,41.8935,-87.6152,15.009090909090906
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-04,0.29,82.0,2019-06-04,10671.0,590.0,122.0,268.3,41.8935,-87.6152,15.056521739130435
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-05,0.29,83.0,2019-06-05,10710.0,15.0,1610.0,155.4,41.8935,-87.6152,16.243478260869562
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-06,0.0,75.0,2019-06-06,10723.0,695.0,230.0,399.8,41.8935,-87.6152,15.94090909090909
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-07,0.0,78.0,2019-06-07,10749.0,861.0,599.0,718.1,41.8935,-87.6152,16.212500000000002
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-09,0.0,75.0,2019-06-09,10814.0,1522.0,1092.0,1289.2,41.8935,-87.6152,16.612499999999997
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-10,0.0,74.0,2019-06-10,10848.0,636.0,133.0,290.8,41.8935,-87.6152,17.025000000000002
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-11,0.0,82.0,2019-06-11,10855.0,198.0,109.0,146.9,41.8935,-87.6152,17.083333333333332
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-12,0.75,71.0,2019-06-12,10870.0,6.0,15.0,9.5,41.8935,-87.6152,16.929166666666664
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-13,0.05,68.0,2019-06-13,10909.0,153.0,79.0,109.9,41.8935,-87.6152,15.033333333333333
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-14,0.05,80.0,2019-06-14,10950.0,22.0,57.0,35.4,41.8935,-87.6152,15.516666666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-15,0.02,70.0,2019-06-15,10938.0,543.0,69.0,193.6,41.8935,-87.6152,15.61304347826087
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-16,0.07,60.0,2019-06-16,10961.0,432.0,543.0,484.3,41.8935,-87.6152,15.39583333333333
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-17,0.0,67.0,2019-06-17,10992.0,329.0,155.0,225.8,41.8935,-87.6152,15.566666666666665
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-18,0.0,78.0,2019-06-18,11002.0,409.0,344.0,375.1,41.8935,-87.6152,16.6
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-19,0.18,72.0,2019-06-19,11093.0,143.0,224.0,179.0,41.8935,-87.6152,16.212499999999995
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-20,0.28,71.0,2019-06-20,11115.0,164.0,99.0,127.4,41.8935,-87.6152,15.304347826086957
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-21,0.0,72.0,2019-06-21,11219.0,56.0,879.0,221.9,41.8935,-87.6152,15.674999999999999
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-22,0.0,79.0,2019-06-22,11256.0,386.0,442.0,413.1,41.8935,-87.6152,16.6875
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-23,0.38,81.0,2019-06-23,11277.0,80.0,176.0,118.7,41.8935,-87.6152,16.195833333333336
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-24,0.17,78.0,2019-06-24,11355.0,41.0,2134.0,295.8,41.8935,-87.6152,16.74166666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-25,0.14,85.0,2019-06-25,11397.0,18.0,45.0,28.5,41.8935,-87.6152,17.208333333333336
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-26,0.15,89.0,2019-06-26,11455.0,57.0,33.0,43.4,41.8935,-87.6152,17.116666666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-27,0.02,89.0,2019-06-27,11498.0,12.0,845.0,100.7,41.8935,-87.6152,16.645833333333332
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-28,0.01,90.0,2019-06-28,11537.0,476.0,633.0,548.9,41.8935,-87.6152,17.366666666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-29,0.0,87.0,2019-06-29,11581.0,283.0,143.0,201.2,41.8935,-87.6152,18.491666666666664
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-06-30,0.2,91.0,2019-06-30,11616.0,128.0,66.0,91.9,41.8935,-87.6152,18.183333333333334
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-01,0.0,89.0,2019-07-01,11625.0,439.0,370.0,403.0,41.8935,-87.6152,18.586956521739125
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-02,0.01,92.0,2019-07-02,11736.0,12.0,19.0,15.1,41.8935,-87.6152,20.570833333333333
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-03,0.41,86.0,2019-07-03,11797.0,107.0,135.0,120.2,41.8935,-87.6152,20.233333333333334
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-04,0.0,91.0,2019-07-04,11840.0,10.0,330.0,57.4,41.8935,-87.6152,20.82916666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-05,0.47,91.0,2019-07-05,11897.0,224.0,15.0,58.0,41.8935,-87.6152,21.65416666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-06,0.0,83.0,2019-07-06,11938.0,83.0,610.0,225.0,41.8935,-87.6152,20.958333333333336
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-07,0.0,77.0,2019-07-07,11946.0,477.0,305.0,381.4,41.8935,-87.6152,20.316666666666674
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-08,0.0,83.0,2019-07-08,12016.0,434.0,351.0,390.3,41.8935,-87.6152,21.337500000000002
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-09,0.0,88.0,2019-07-09,12076.0,37.0,108.0,63.2,41.8935,-87.6152,22.099999999999998
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-10,0.01,94.0,2019-07-10,12118.0,428.0,367.0,396.3,41.8935,-87.6152,23.339130434782607
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-11,0.0,82.0,2019-07-11,12164.0,44.0,70.0,55.5,41.8935,-87.6152,23.27499999999999
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-12,0.0,87.0,2019-07-12,12179.0,339.0,632.0,462.9,41.8935,-87.6152,22.275000000000002
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-13,0.0,94.0,2019-07-13,12147.0,52.0,7.0,19.1,41.8935,-87.6152,23.191666666666666
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-14,0.0,91.0,2019-07-14,12235.0,94.0,181.0,130.4,41.8935,-87.6152,23.920833333333334
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-15,0.0,92.0,2019-07-15,12273.0,187.0,318.0,243.9,41.8935,-87.6152,23.84583333333333
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-16,0.05,82.0,2019-07-16,12287.0,79.0,19.0,38.7,41.8935,-87.6152,22.241666666666664
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-17,0.47,92.0,2019-07-17,12302.0,11.0,186.0,45.2,41.8935,-87.6152,21.941666666666666
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-18,1.36,87.0,2019-07-18,12336.0,1360.0,180.0,494.8,41.8935,-87.6152,22.104166666666668
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-19,0.0,93.0,2019-07-19,12348.0,27.0,145.0,62.6,41.8935,-87.6152,21.775000000000002
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-20,0.08,95.0,2019-07-20,12418.0,466.0,927.0,657.3,41.8935,-87.6152,20.960869565217394
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-21,0.76,79.0,2019-07-21,12441.0,68.0,2.0,11.7,41.8935,-87.6152,19.075
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-22,0.0,75.0,2019-07-22,12463.0,2905.0,3182.0,3040.3,41.8935,-87.6152,20.2
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-23,0.0,80.0,2019-07-23,12515.0,445.0,317.0,375.6,41.8935,-87.6152,21.504166666666666
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-24,0.0,81.0,2019-07-24,12534.0,544.0,1601.0,933.2,41.8935,-87.6152,22.3125
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-25,0.0,85.0,2019-07-25,12549.0,122.0,75.0,95.7,41.8935,-87.6152,22.170833333333334
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-26,0.0,85.0,2019-07-26,12614.0,14.0,50.0,26.5,41.8935,-87.6152,22.21666666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-27,0.0,89.0,2019-07-27,12642.0,11.0,16.0,13.3,41.8935,-87.6152,22.529166666666672
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-28,0.0,89.0,2019-07-28,12658.0,13.0,88.0,33.8,41.8935,-87.6152,22.462500000000002
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-29,0.32,82.0,2019-07-29,12677.0,21.0,140.0,54.2,41.8935,-87.6152,20.886956521739133
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-30,0.0,78.0,2019-07-30,12699.0,223.0,45.0,100.2,41.8935,-87.6152,21.025000000000002
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-07-31,0.0,76.0,2019-07-31,12724.0,558.0,396.0,470.1,41.8935,-87.6152,21.383333333333336
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-01,0.0,80.0,2019-08-01,12775.0,806.0,513.0,643.0,41.8935,-87.6152,22.1375
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-02,0.0,83.0,2019-08-02,12795.0,623.0,431.0,518.2,41.8935,-87.6152,22.933333333333334
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-03,0.0,89.0,2019-08-03,12801.0,28.0,111.0,55.7,41.8935,-87.6152,23.441666666666666
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-04,0.0,89.0,2019-08-04,12859.0,20.0,153.0,55.3,41.8935,-87.6152,23.95
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-05,0.0,90.0,2019-08-05,12875.0,216.0,433.0,305.8,41.8935,-87.6152,24.383333333333336
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-06,0.01,85.0,2019-08-06,12887.0,399.0,3590.0,1196.8,41.8935,-87.6152,23.954166666666662
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-07,0.0,88.0,2019-08-07,12958.0,32.0,70.0,47.3,41.8935,-87.6152,23.77916666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-08,0.01,87.0,2019-08-08,12998.0,168.0,92.0,124.3,41.8935,-87.6152,23.920833333333334
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-09,0.0,83.0,2019-08-09,13009.0,201.0,226.0,213.1,41.8935,-87.6152,23.787500000000005
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-10,0.0,86.0,2019-08-10,13024.0,45.0,163.0,85.6,41.8935,-87.6152,24.162499999999998
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-11,0.0,82.0,2019-08-11,13078.0,14.0,39.0,23.4,41.8935,-87.6152,23.974999999999998
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-12,0.5,84.0,2019-08-12,13115.0,53.0,69.0,60.5,41.8935,-87.6152,24.341666666666665
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-13,0.19,86.0,2019-08-13,13137.0,421.0,240.0,317.9,41.8935,-87.6152,24.541666666666668
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-14,0.0,83.0,2019-08-14,13150.0,842.0,875.0,858.3,41.8935,-87.6152,24.462500000000002
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-15,0.0,79.0,2019-08-15,13183.0,204.0,414.0,290.6,41.8935,-87.6152,24.270833333333332
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-16,0.0,84.0,2019-08-16,13217.0,76.0,199.0,123.0,41.8935,-87.6152,24.087500000000006
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-17,0.18,77.0,2019-08-17,13227.0,7.0,6.0,6.5,41.8935,-87.6152,23.98695652173914
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-18,0.86,82.0,2019-08-18,13259.0,57.0,86.0,70.0,41.8935,-87.6152,24.091666666666665
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-19,0.0,85.0,2019-08-19,13295.0,223.0,146.0,180.4,41.8935,-87.6152,24.852173913043483
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-20,0.35,76.0,2019-08-20,13292.0,38.0,119.0,67.2,41.8935,-87.6152,24.508333333333322
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-21,0.02,83.0,2019-08-21,13355.0,52.0,190.0,99.4,41.8935,-87.6152,24.675
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-22,0.0,76.0,2019-08-22,13399.0,46.0,23.0,32.5,41.8935,-87.6152,24.295833333333338
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-23,0.0,74.0,2019-08-23,13408.0,100.0,,100.0,41.8935,-87.6152,23.495833333333334
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-24,0.0,75.0,2019-08-24,13422.0,66.0,22.0,38.1,41.8935,-87.6152,23.220833333333335
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-25,0.0,78.0,2019-08-25,13443.0,1720.0,1432.0,1569.4,41.8935,-87.6152,23.079166666666666
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-26,1.4,76.0,2019-08-26,13479.0,192.0,220.0,205.5,41.8935,-87.6152,22.74166666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-27,0.0,79.0,2019-08-27,13499.0,48.0,12.0,24.0,41.8935,-87.6152,22.537499999999998
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-28,0.0,75.0,2019-08-28,13508.0,7.0,2.0,3.7,41.8935,-87.6152,20.29583333333333
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-29,0.0,84.0,2019-08-29,13542.0,9.0,65.0,24.2,41.8935,-87.6152,18.537499999999998
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-30,0.0,74.0,2019-08-30,13586.0,99.0,351.0,186.4,41.8935,-87.6152,17.8875
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-08-31,0.11,75.0,2019-08-31,13620.0,47.0,45.0,46.0,41.8935,-87.6152,17.02173913043478
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-09-01,0.34,73.0,2019-09-01,13608.0,176.0,91.0,126.6,41.8935,-87.6152,17.708333333333336
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2019-09-02,0.0,82.0,2019-09-02,13694.0,132.0,172.0,150.7,41.8935,-87.6152,18.70416666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2020-07-06,0.0,95.0,2020-07-06,13784.0,58.0,169.0,99.0,41.8935,-87.6152,25.200000000000003
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2020-07-07,0.19,96.0,2020-07-07,13756.0,13.0,232.0,54.9,41.8935,-87.6152,25.61666666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-05-28,0.5,49.0,2021-05-28,13934.0,1911.0,,1911.0,41.8935,-87.6152,12.616666666666665
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-05-30,0.0,69.0,2021-05-30,13944.0,1022.0,,1022.0,41.8935,-87.6152,13.584615384615384
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-05-31,0.0,70.0,2021-05-31,13962.0,2212.0,,2212.0,41.8935,-87.6152,12.6
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-06-22,0.0,73.0,2021-06-22,14556.0,52.0,,52.0,41.8935,-87.6152,20.9
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-06-23,0.02,79.0,2021-06-23,14598.0,9.0,,9.0,41.8935,-87.6152,20.141666666666666
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-06-24,0.46,76.0,2021-06-24,14612.0,25.0,,25.0,41.8935,-87.6152,19.847826086956513
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-06-25,1.31,77.0,2021-06-25,14655.0,28.0,,28.0,41.8935,-87.6152,19.71666666666667
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-06-26,0.63,82.0,2021-06-26,14665.0,108.0,,108.0,41.8935,-87.6152,19.058333333333334
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-06-27,0.0,83.0,2021-06-27,14718.0,82.0,,82.0,41.8935,-87.6152,18.730434782608693
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-06-28,0.17,82.0,2021-06-28,14755.0,279.0,,279.0,41.8935,-87.6152,18.00833333333333
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-06-29,0.29,84.0,2021-06-29,14776.0,13.0,,13.0,41.8935,-87.6152,18.595833333333335
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-06-30,0.29,83.0,2021-06-30,14801.0,241.0,,241.0,41.8935,-87.6152,18.555
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-07-08,0.0,68.0,2021-07-08,14997.0,205.0,,205.0,41.8935,-87.6152,20.630000000000003
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-07-09,0.0,76.0,2021-07-09,14929.0,137.0,,137.0,41.8935,-87.6152,21.229166666666664
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-07-10,0.11,76.0,2021-07-10,15035.0,38.0,,38.0,41.8935,-87.6152,21.38333333333333
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-07-11,0.09,71.0,2021-07-11,15043.0,85.0,,85.0,41.8935,-87.6152,20.870833333333334
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-07-12,0.04,74.0,2021-07-12,15079.0,106.0,,106.0,41.8935,-87.6152,21.0875
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-07-13,0.0,80.0,2021-07-13,14966.0,146.0,,146.0,41.8935,-87.6152,21.48695652173913
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-07-14,0.0,84.0,2021-07-14,15137.0,86.0,,86.0,41.8935,-87.6152,21.774999999999995
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-07-15,1.12,79.0,2021-07-15,15143.0,14.0,,14.0,41.8935,-87.6152,21.97916666666666
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.96019,-87.93162,2021-07-16,0.04,73.0,2021-07-16,15175.0,205.0,,205.0,41.8935,-87.6152,21.855555555555558
